BTC, ETC
2017-02-10-14-00, 0.001271
2017-02-10-15-00, 0.001265
2017-02-10-16-00, 0.001272
2017-02-10-17-00, 0.001280
2017-02-10-18-00, 0.001278
2017-02-10-19-00, 0.001273
2017-02-10-20-00, 0.001277
2017-02-10-21-00, 0.001260
2017-02-10-22-00, 0.001258
2017-02-10-23-00, 0.001268
2017-02-11-00-00, 0.001269
2017-02-11-01-00, 0.001260
2017-02-11-02-00, 0.001253
2017-02-11-06-00, 0.001253
2017-02-11-12-00, 0.001253
2017-02-12-00-00, 0.001253
