ETC, GBP
2016-12-09-07-00, 0.638362
2016-12-09-08-00, 0.638096
2016-12-09-09-00, 0.635957
2016-12-09-10-00, 0.633998
2016-12-09-11-00, 0.639618
2016-12-09-12-00, 0.638551
2016-12-09-13-00, 0.641497
2016-12-09-14-00, 0.637620
2016-12-09-15-00, 0.644714
2016-12-09-16-00, 0.646730
2016-12-09-17-00, 0.650629
2016-12-09-18-00, 0.660368
2016-12-09-19-00, 0.659807
2016-12-09-20-00, 0.662884
2016-12-09-21-00, 0.659874
2016-12-09-22-00, 0.656939
2016-12-09-23-00, 0.650577
2016-12-10-00-00, 0.657544
2016-12-10-01-00, 0.646027
2016-12-10-02-00, 0.642132
2016-12-10-03-00, 0.637153
2016-12-10-04-00, 0.636368
2016-12-10-05-00, 0.643373
2016-12-10-06-00, 0.642215
2016-12-10-07-00, 0.654925
2016-12-10-08-00, 0.660541
2016-12-10-09-00, 0.652811
2016-12-10-10-00, 0.649803
2016-12-10-11-00, 0.652051
2016-12-10-12-00, 0.656423
2016-12-10-13-00, 0.680624
2016-12-10-14-00, 0.691349
2016-12-10-15-00, 0.684177
2016-12-10-16-00, 0.681548
2016-12-10-17-00, 0.689569
2016-12-10-18-00, 0.680749
2016-12-10-19-00, 0.677838
2016-12-10-20-00, 0.678713
2016-12-10-21-00, 0.678417
2016-12-10-22-00, 0.677542
2016-12-10-23-00, 0.670410
2016-12-11-00-00, 0.708683
2016-12-11-01-00, 0.687586
2016-12-11-02-00, 0.695998
2016-12-11-03-00, 0.726355
2016-12-11-04-00, 0.724294
2016-12-11-05-00, 0.722810
2016-12-11-06-00, 0.717045
2016-12-11-07-00, 0.721430
2016-12-11-08-00, 0.733222
2016-12-11-09-00, 0.739504
2016-12-11-10-00, 0.744821
2016-12-11-11-00, 0.743660
2016-12-11-12-00, 0.752038
2016-12-11-13-00, 0.759212
2016-12-11-14-00, 0.740619
2016-12-11-15-00, 0.738699
2016-12-11-16-00, 0.747686
2016-12-11-17-00, 0.745409
2016-12-11-18-00, 0.752918
2016-12-11-19-00, 0.750367
2016-12-11-20-00, 0.752872
2016-12-11-21-00, 0.740966
2016-12-11-22-00, 0.741699
2016-12-11-23-00, 0.740709
2016-12-12-00-00, 0.720839
2016-12-12-01-00, 0.728610
2016-12-12-02-00, 0.727921
2016-12-12-03-00, 0.733301
2016-12-12-04-00, 0.735029
2016-12-12-05-00, 0.728583
2016-12-12-06-00, 0.726136
2016-12-12-07-00, 0.729750
2016-12-12-08-00, 0.732233
2016-12-12-09-00, 0.749236
2016-12-12-10-00, 0.753939
2016-12-12-11-00, 0.740990
2016-12-12-12-00, 0.722222
2016-12-12-13-00, 0.723247
2016-12-12-14-00, 0.723344
2016-12-12-15-00, 0.712649
2016-12-12-16-00, 0.714615
2016-12-12-17-00, 0.712371
2016-12-12-18-00, 0.715429
2016-12-12-19-00, 0.723901
2016-12-12-20-00, 0.726520
2016-12-12-21-00, 0.731286
2016-12-12-22-00, 0.731381
2016-12-12-23-00, 0.731276
2016-12-13-00-00, 0.747179
2016-12-13-01-00, 0.727438
2016-12-13-02-00, 0.737950
2016-12-13-03-00, 0.727874
2016-12-13-04-00, 0.737964
2016-12-13-05-00, 0.730617
2016-12-13-06-00, 0.733110
2016-12-13-07-00, 0.733505
2016-12-13-08-00, 0.730065
2016-12-13-09-00, 0.731262
2016-12-13-10-00, 0.726902
2016-12-13-11-00, 0.724882
2016-12-13-12-00, 0.722983
2016-12-13-13-00, 0.728423
2016-12-13-14-00, 0.725695
2016-12-13-15-00, 0.729166
2016-12-13-16-00, 0.742160
2016-12-13-17-00, 0.763665
2016-12-13-18-00, 0.781021
2016-12-13-19-00, 0.771048
2016-12-13-20-00, 0.772614
2016-12-13-21-00, 0.775232
2016-12-13-22-00, 0.766403
2016-12-13-23-00, 0.776549
2016-12-14-00-00, 0.780195
2016-12-14-01-00, 0.770466
2016-12-14-02-00, 0.770531
2016-12-14-03-00, 0.765876
2016-12-14-04-00, 0.767871
2016-12-14-05-00, 0.770041
2016-12-14-06-00, 0.771081
2016-12-14-07-00, 0.774307
2016-12-14-08-00, 0.778386
2016-12-14-09-00, 0.782923
2016-12-14-10-00, 0.792639
2016-12-14-11-00, 0.787116
2016-12-14-12-00, 0.785812
2016-12-14-13-00, 0.786333
2016-12-14-14-00, 0.790093
2016-12-14-15-00, 0.787739
2016-12-14-16-00, 0.783653
2016-12-14-17-00, 0.777793
2016-12-14-18-00, 0.782871
2016-12-14-19-00, 0.783969
2016-12-14-20-00, 0.779577
2016-12-14-21-00, 0.786207
2016-12-14-22-00, 0.782395
2016-12-14-23-00, 0.781951
2016-12-15-00-00, 0.832912
2016-12-15-01-00, 0.798007
2016-12-15-02-00, 0.850531
2016-12-15-03-00, 0.852663
2016-12-15-04-00, 0.859913
2016-12-15-05-00, 0.864951
2016-12-15-06-00, 0.860092
2016-12-15-07-00, 0.857147
2016-12-15-08-00, 0.852771
2016-12-15-09-00, 0.870960
2016-12-15-10-00, 0.866718
2016-12-15-11-00, 0.855216
2016-12-15-12-00, 0.848755
2016-12-15-13-00, 0.855971
2016-12-15-14-00, 0.865876
2016-12-15-15-00, 0.874026
2016-12-15-16-00, 0.876475
2016-12-15-17-00, 0.880906
2016-12-15-18-00, 0.863360
2016-12-15-19-00, 0.866234
2016-12-15-20-00, 0.862573
2016-12-15-21-00, 0.856521
2016-12-15-22-00, 0.860714
2016-12-15-23-00, 0.873134
2016-12-16-00-00, 0.855866
2016-12-16-01-00, 0.858206
2016-12-16-02-00, 0.849725
2016-12-16-03-00, 0.840221
2016-12-16-04-00, 0.855499
2016-12-16-05-00, 0.847592
2016-12-16-06-00, 0.836058
2016-12-16-07-00, 0.851833
2016-12-16-08-00, 0.843838
2016-12-16-09-00, 0.835241
2016-12-16-10-00, 0.846016
2016-12-16-11-00, 0.846730
2016-12-16-12-00, 0.837138
2016-12-16-13-00, 0.849677
2016-12-16-14-00, 0.857711
2016-12-16-15-00, 0.864739
2016-12-16-16-00, 0.859248
2016-12-16-17-00, 0.859413
2016-12-16-18-00, 0.866081
2016-12-16-19-00, 0.862297
2016-12-16-20-00, 0.867860
2016-12-16-21-00, 0.858275
2016-12-16-22-00, 0.852277
2016-12-16-23-00, 0.853197
2016-12-17-00-00, 0.824759
2016-12-17-01-00, 0.852844
2016-12-17-02-00, 0.853322
2016-12-17-03-00, 0.839785
2016-12-17-04-00, 0.846110
2016-12-17-05-00, 0.840721
2016-12-17-06-00, 0.840142
2016-12-17-07-00, 0.839948
2016-12-17-08-00, 0.821814
2016-12-17-09-00, 0.829652
2016-12-17-10-00, 0.829493
2016-12-17-11-00, 0.822239
2016-12-17-12-00, 0.816298
2016-12-17-13-00, 0.812835
2016-12-17-14-00, 0.799336
2016-12-17-15-00, 0.803691
2016-12-17-16-00, 0.810536
2016-12-17-17-00, 0.810471
2016-12-17-18-00, 0.803353
2016-12-17-19-00, 0.803319
2016-12-17-20-00, 0.800835
2016-12-17-21-00, 0.795867
2016-12-17-22-00, 0.797096
2016-12-17-23-00, 0.799464
2016-12-18-00-00, 0.822287
2016-12-18-01-00, 0.807033
2016-12-18-02-00, 0.810778
2016-12-18-03-00, 0.806022
2016-12-18-04-00, 0.803615
2016-12-18-05-00, 0.801393
2016-12-18-06-00, 0.804215
2016-12-18-07-00, 0.816410
2016-12-18-08-00, 0.807286
2016-12-18-09-00, 0.809293
2016-12-18-10-00, 0.819338
2016-12-18-11-00, 0.818004
2016-12-18-12-00, 0.838747
2016-12-18-13-00, 0.839018
2016-12-18-14-00, 0.834748
2016-12-18-15-00, 0.841370
2016-12-18-16-00, 0.833158
2016-12-18-17-00, 0.841385
2016-12-18-18-00, 0.843828
2016-12-18-19-00, 0.840336
2016-12-18-20-00, 0.843247
2016-12-18-21-00, 0.844882
2016-12-18-22-00, 0.837424
2016-12-18-23-00, 0.836080
2016-12-19-00-00, 0.908531
2016-12-19-01-00, 0.918353
2016-12-19-02-00, 0.914301
2016-12-19-03-00, 0.926060
2016-12-19-04-00, 0.918076
2016-12-19-05-00, 0.933122
2016-12-19-06-00, 0.921953
2016-12-19-07-00, 0.920631
2016-12-19-08-00, 0.910392
2016-12-19-09-00, 0.924124
2016-12-19-10-00, 0.924934
2016-12-19-11-00, 0.920523
2016-12-19-12-00, 0.917199
2016-12-19-13-00, 0.915462
2016-12-19-14-00, 0.910292
2016-12-19-15-00, 0.918337
2016-12-19-16-00, 0.926883
2016-12-19-17-00, 0.919944
2016-12-19-18-00, 0.916713
2016-12-19-19-00, 0.916947
2016-12-19-20-00, 0.915248
2016-12-19-21-00, 0.914444
2016-12-19-22-00, 0.919062
2016-12-19-23-00, 0.942788
2016-12-20-00-00, 0.935113
2016-12-20-01-00, 0.964201
2016-12-20-02-00, 0.960230
2016-12-20-03-00, 0.972972
2016-12-20-04-00, 0.947787
2016-12-20-05-00, 0.938313
2016-12-20-06-00, 0.952377
2016-12-20-07-00, 0.954710
2016-12-20-08-00, 0.955084
2016-12-20-09-00, 0.948821
2016-12-20-10-00, 0.958242
2016-12-20-11-00, 0.956841
2016-12-20-12-00, 0.965887
2016-12-20-13-00, 0.957551
2016-12-20-14-00, 0.961350
2016-12-20-15-00, 0.957095
2016-12-20-16-00, 0.955171
2016-12-20-17-00, 0.946839
2016-12-20-18-00, 0.944195
2016-12-20-19-00, 0.934123
2016-12-20-20-00, 0.931244
2016-12-20-21-00, 0.928822
2016-12-20-22-00, 0.938004
2016-12-20-23-00, 0.942976
2016-12-21-00-00, 0.910310
2016-12-21-01-00, 0.942067
2016-12-21-02-00, 0.932480
2016-12-21-03-00, 0.938052
2016-12-21-04-00, 0.912966
2016-12-21-05-00, 0.920327
2016-12-21-06-00, 0.911433
2016-12-21-07-00, 0.938450
2016-12-21-08-00, 0.941235
2016-12-21-09-00, 0.952980
2016-12-21-10-00, 0.955492
2016-12-21-11-00, 0.936696
2016-12-21-12-00, 0.948118
2016-12-21-13-00, 0.945941
2016-12-21-14-00, 0.931111
2016-12-21-15-00, 0.906715
2016-12-21-16-00, 0.913829
2016-12-21-17-00, 0.928181
2016-12-21-18-00, 0.921402
2016-12-21-19-00, 0.922125
2016-12-21-20-00, 0.917610
2016-12-21-21-00, 0.917400
2016-12-21-22-00, 0.923612
2016-12-21-23-00, 0.915224
2016-12-22-00-00, 0.906959
2016-12-22-01-00, 0.938820
2016-12-22-02-00, 0.928100
2016-12-22-03-00, 0.936058
2016-12-22-04-00, 0.932549
2016-12-22-05-00, 0.935188
2016-12-22-06-00, 0.936999
2016-12-22-07-00, 0.930098
2016-12-22-08-00, 0.908926
2016-12-22-09-00, 0.899641
2016-12-22-10-00, 0.881563
2016-12-22-11-00, 0.866057
2016-12-22-12-00, 0.892392
2016-12-22-13-00, 0.886639
2016-12-22-14-00, 0.890908
2016-12-22-15-00, 0.881201
2016-12-22-16-00, 0.883987
2016-12-22-17-00, 0.899039
2016-12-22-18-00, 0.896225
2016-12-22-19-00, 0.886659
2016-12-22-20-00, 0.881667
2016-12-22-21-00, 0.898675
2016-12-22-22-00, 0.901642
2016-12-22-23-00, 0.897536
2016-12-23-00-00, 0.861672
2016-12-23-01-00, 0.916375
2016-12-23-02-00, 0.895014
2016-12-23-03-00, 0.889298
2016-12-23-04-00, 0.884292
2016-12-23-05-00, 0.893404
2016-12-23-06-00, 0.901545
2016-12-23-07-00, 0.896487
2016-12-23-08-00, 0.892320
2016-12-23-09-00, 0.869439
2016-12-23-10-00, 0.877752
2016-12-23-11-00, 0.865547
2016-12-23-12-00, 0.865704
2016-12-23-13-00, 0.848759
2016-12-23-14-00, 0.858648
2016-12-23-15-00, 0.841672
2016-12-23-16-00, 0.827972
2016-12-23-17-00, 0.862695
2016-12-23-18-00, 0.883695
2016-12-23-19-00, 0.874875
2016-12-23-20-00, 0.876008
2016-12-23-21-00, 0.880861
2016-12-23-22-00, 0.872081
2016-12-23-23-00, 0.863526
2016-12-24-00-00, 0.878037
2016-12-24-01-00, 0.836341
2016-12-24-02-00, 0.848477
2016-12-24-03-00, 0.853070
2016-12-24-04-00, 0.882347
2016-12-24-05-00, 0.889867
2016-12-24-06-00, 0.887271
2016-12-24-07-00, 0.884682
2016-12-24-08-00, 0.864546
2016-12-24-09-00, 0.898728
2016-12-24-10-00, 0.897836
2016-12-24-11-00, 0.916152
2016-12-24-12-00, 0.900007
2016-12-24-13-00, 0.911043
2016-12-24-14-00, 0.906374
2016-12-24-15-00, 0.902299
2016-12-24-16-00, 0.896536
2016-12-24-17-00, 0.890426
2016-12-24-18-00, 0.890315
2016-12-24-19-00, 0.894725
2016-12-24-20-00, 0.885458
2016-12-24-21-00, 0.884584
2016-12-24-22-00, 0.890587
2016-12-24-23-00, 0.898566
2016-12-25-00-00, 0.884988
2016-12-25-01-00, 0.903018
2016-12-25-02-00, 0.894559
2016-12-25-03-00, 0.908185
2016-12-25-04-00, 0.899579
2016-12-25-05-00, 0.903174
2016-12-25-06-00, 0.900621
2016-12-25-07-00, 0.885978
2016-12-25-08-00, 0.887401
2016-12-25-09-00, 0.889987
2016-12-25-10-00, 0.894255
2016-12-25-11-00, 0.892857
2016-12-25-12-00, 0.887123
2016-12-25-13-00, 0.880273
2016-12-25-14-00, 0.883243
2016-12-25-15-00, 0.880379
2016-12-25-16-00, 0.878226
2016-12-25-17-00, 0.874699
2016-12-25-18-00, 0.871509
2016-12-25-19-00, 0.863154
2016-12-25-20-00, 0.867541
2016-12-25-21-00, 0.866743
2016-12-25-22-00, 0.865584
2016-12-25-23-00, 0.863778
2016-12-26-00-00, 0.854925
2016-12-26-01-00, 0.869739
2016-12-26-02-00, 0.870349
2016-12-26-03-00, 0.878385
2016-12-26-04-00, 0.873944
2016-12-26-05-00, 0.877201
2016-12-26-06-00, 0.872095
2016-12-26-07-00, 0.854950
2016-12-26-08-00, 0.845432
2016-12-26-09-00, 0.848733
2016-12-26-10-00, 0.853028
2016-12-26-11-00, 0.848219
2016-12-26-12-00, 0.847437
2016-12-26-13-00, 0.852161
2016-12-26-14-00, 0.853892
2016-12-26-15-00, 0.846800
2016-12-26-16-00, 0.851087
2016-12-26-17-00, 0.843238
2016-12-26-18-00, 0.842312
2016-12-26-19-00, 0.837571
2016-12-26-20-00, 0.836060
2016-12-26-21-00, 0.831747
2016-12-26-22-00, 0.835881
2016-12-26-23-00, 0.840953
2016-12-27-00-00, 0.843120
2016-12-27-01-00, 0.849028
2016-12-27-02-00, 0.850797
2016-12-27-03-00, 0.852938
2016-12-27-04-00, 0.853207
2016-12-27-05-00, 0.847911
2016-12-27-06-00, 0.847877
2016-12-27-07-00, 0.850622
2016-12-27-08-00, 0.848329
2016-12-27-09-00, 0.844809
2016-12-27-10-00, 0.843287
2016-12-27-11-00, 0.846343
2016-12-27-12-00, 0.850568
2016-12-27-13-00, 0.847045
2016-12-27-14-00, 0.850424
2016-12-27-15-00, 0.863338
2016-12-27-16-00, 0.863553
2016-12-27-17-00, 0.859174
2016-12-27-18-00, 0.858819
2016-12-27-19-00, 0.862890
2016-12-27-20-00, 0.854123
2016-12-27-21-00, 0.844897
2016-12-27-22-00, 0.853867
2016-12-27-23-00, 0.854356
2016-12-28-00-00, 0.881212
2016-12-28-01-00, 0.864160
2016-12-28-02-00, 0.864100
2016-12-28-03-00, 0.859602
2016-12-28-04-00, 0.860648
2016-12-28-05-00, 0.866772
2016-12-28-06-00, 0.863722
2016-12-28-07-00, 0.864727
2016-12-28-08-00, 0.855313
2016-12-28-09-00, 0.858813
2016-12-28-10-00, 0.857195
2016-12-28-11-00, 0.864050
2016-12-28-12-00, 0.868524
2016-12-28-13-00, 0.864117
2016-12-28-14-00, 0.867901
2016-12-28-15-00, 0.855074
2016-12-28-16-00, 0.880285
2016-12-28-17-00, 0.885482
2016-12-28-18-00, 0.877698
2016-12-28-19-00, 0.872708
2016-12-28-20-00, 0.870148
2016-12-28-21-00, 0.887292
2016-12-28-22-00, 0.898101
2016-12-28-23-00, 0.917492
2016-12-29-00-00, 1.027493
2016-12-29-01-00, 0.910779
2016-12-29-02-00, 0.904944
2016-12-29-03-00, 0.980052
2016-12-29-04-00, 0.980648
2016-12-29-05-00, 0.994126
2016-12-29-06-00, 0.986642
2016-12-29-07-00, 0.991182
2016-12-29-08-00, 1.038812
2016-12-29-09-00, 1.061865
2016-12-29-10-00, 1.054360
2016-12-29-11-00, 1.065658
2016-12-29-12-00, 1.026253
2016-12-29-13-00, 1.042861
2016-12-29-14-00, 1.040047
2016-12-29-15-00, 1.045624
2016-12-29-16-00, 1.185084
2016-12-29-17-00, 1.124247
2016-12-29-18-00, 1.136214
2016-12-29-19-00, 1.142992
2016-12-29-20-00, 1.173585
2016-12-29-21-00, 1.141908
2016-12-29-22-00, 1.118805
2016-12-29-23-00, 1.145349
2016-12-30-00-00, 1.190756
2016-12-30-01-00, 1.165708
2016-12-30-02-00, 1.292521
2016-12-30-03-00, 1.290668
2016-12-30-04-00, 1.269896
2016-12-30-05-00, 1.275668
2016-12-30-06-00, 1.282278
2016-12-30-07-00, 1.288516
2016-12-30-08-00, 1.273996
2016-12-30-09-00, 1.282382
2016-12-30-10-00, 1.275061
2016-12-30-11-00, 1.186028
2016-12-30-12-00, 1.236652
2016-12-30-13-00, 1.197432
2016-12-30-14-00, 1.182525
2016-12-30-15-00, 1.206757
2016-12-30-16-00, 1.180857
2016-12-30-17-00, 1.170085
2016-12-30-18-00, 1.200648
2016-12-30-19-00, 1.199198
2016-12-30-20-00, 1.194063
2016-12-30-21-00, 1.204179
2016-12-30-22-00, 1.277161
2016-12-30-23-00, 1.233549
2016-12-31-00-00, 1.202607
2016-12-31-01-00, 1.255207
2016-12-31-02-00, 1.225721
2016-12-31-03-00, 1.174211
2016-12-31-04-00, 1.139179
2016-12-31-05-00, 1.162922
2016-12-31-06-00, 1.156940
2016-12-31-07-00, 1.106942
2016-12-31-08-00, 1.126317
2016-12-31-09-00, 1.104621
2016-12-31-10-00, 1.130800
2016-12-31-11-00, 1.138345
2016-12-31-12-00, 1.132246
2016-12-31-13-00, 1.146500
2016-12-31-14-00, 1.146167
2016-12-31-15-00, 1.125356
2016-12-31-16-00, 1.152634
2016-12-31-17-00, 1.166358
2016-12-31-18-00, 1.160186
2016-12-31-19-00, 1.169034
2016-12-31-20-00, 1.173108
2016-12-31-21-00, 1.156023
2016-12-31-22-00, 1.161473
2016-12-31-23-00, 1.154927
2017-01-01-00-00, 1.126932
2017-01-01-01-00, 1.145086
2017-01-01-02-00, 1.170713
2017-01-01-03-00, 1.181818
2017-01-01-04-00, 1.168362
2017-01-01-05-00, 1.222893
2017-01-01-06-00, 1.215851
2017-01-01-07-00, 1.222377
2017-01-01-08-00, 1.199971
2017-01-01-09-00, 1.201982
2017-01-01-10-00, 1.207191
2017-01-01-11-00, 1.174467
2017-01-01-12-00, 1.173534
2017-01-01-13-00, 1.176741
2017-01-01-14-00, 1.179795
2017-01-01-15-00, 1.188743
2017-01-01-16-00, 1.189992
2017-01-01-17-00, 1.141643
2017-01-01-18-00, 1.102060
2017-01-01-19-00, 1.114789
2017-01-01-20-00, 1.118713
2017-01-01-21-00, 1.099357
2017-01-01-22-00, 1.095413
2017-01-01-23-00, 1.124894
2017-01-02-00-00, 1.143726
2017-01-02-01-00, 1.133104
2017-01-02-02-00, 1.151587
2017-01-02-03-00, 1.135224
2017-01-02-04-00, 1.119797
2017-01-02-05-00, 1.123673
2017-01-02-06-00, 1.116570
2017-01-02-07-00, 1.124422
2017-01-02-08-00, 1.117690
2017-01-02-09-00, 1.126385
2017-01-02-10-00, 1.142930
2017-01-02-11-00, 1.133968
2017-01-02-12-00, 1.128841
2017-01-02-13-00, 1.110033
2017-01-02-14-00, 1.147312
2017-01-02-15-00, 1.138965
2017-01-02-16-00, 1.145656
2017-01-02-17-00, 1.140063
2017-01-02-18-00, 1.146753
2017-01-02-19-00, 1.153679
2017-01-02-20-00, 1.146779
2017-01-02-21-00, 1.166824
2017-01-02-22-00, 1.158793
2017-01-02-23-00, 1.146743
2017-01-03-00-00, 1.180770
2017-01-03-01-00, 1.152334
2017-01-03-02-00, 1.144154
2017-01-03-03-00, 1.148834
2017-01-03-04-00, 1.144063
2017-01-03-05-00, 1.148840
2017-01-03-06-00, 1.177990
2017-01-03-07-00, 1.188793
2017-01-03-08-00, 1.191043
2017-01-03-09-00, 1.190690
2017-01-03-10-00, 1.189609
2017-01-03-11-00, 1.199011
2017-01-03-12-00, 1.197812
2017-01-03-13-00, 1.212489
2017-01-03-14-00, 1.241876
2017-01-03-15-00, 1.242903
2017-01-03-16-00, 1.266705
2017-01-03-17-00, 1.275664
2017-01-03-18-00, 1.269350
2017-01-03-19-00, 1.258544
2017-01-03-20-00, 1.241680
2017-01-03-21-00, 1.229911
2017-01-03-22-00, 1.206501
2017-01-03-23-00, 1.236663
2017-01-04-00-00, 1.264579
2017-01-04-01-00, 1.245224
2017-01-04-02-00, 1.278089
2017-01-04-03-00, 1.273395
2017-01-04-04-00, 1.295476
2017-01-04-05-00, 1.299469
2017-01-04-06-00, 1.286871
2017-01-04-07-00, 1.294854
2017-01-04-08-00, 1.288619
2017-01-04-09-00, 1.309320
2017-01-04-10-00, 1.314031
2017-01-04-11-00, 1.300800
2017-01-04-12-00, 1.282265
2017-01-04-13-00, 1.306312
2017-01-04-14-00, 1.257645
2017-01-04-15-00, 1.272072
2017-01-04-16-00, 1.290416
2017-01-04-17-00, 1.302605
2017-01-04-18-00, 1.372448
2017-01-04-19-00, 1.345900
2017-01-04-20-00, 1.389182
2017-01-04-21-00, 1.393177
2017-01-04-22-00, 1.372648
2017-01-04-23-00, 1.381736
2017-01-05-00-00, 1.339981
2017-01-05-01-00, 1.353262
2017-01-05-02-00, 1.360556
2017-01-05-03-00, 1.393243
2017-01-05-04-00, 1.351042
2017-01-05-05-00, 1.346355
2017-01-05-06-00, 1.376542
2017-01-05-07-00, 1.369049
2017-01-05-08-00, 1.355383
2017-01-05-09-00, 1.321977
2017-01-05-10-00, 1.354366
2017-01-05-11-00, 1.330552
2017-01-05-12-00, 1.276029
2017-01-05-13-00, 1.226196
2017-01-05-14-00, 1.238508
2017-01-05-15-00, 1.317814
2017-01-05-16-00, 1.308093
2017-01-05-17-00, 1.293763
2017-01-05-18-00, 1.288853
2017-01-05-19-00, 1.266465
2017-01-05-20-00, 1.261116
2017-01-05-21-00, 1.280738
2017-01-05-22-00, 1.310730
2017-01-05-23-00, 1.295288
2017-01-06-00-00, 1.286480
2017-01-06-01-00, 1.256349
2017-01-06-02-00, 1.220310
2017-01-06-03-00, 1.253713
2017-01-06-04-00, 1.255893
2017-01-06-05-00, 1.265351
2017-01-06-06-00, 1.260254
2017-01-06-07-00, 1.260107
2017-01-06-08-00, 1.252964
2017-01-06-09-00, 1.241183
2017-01-06-10-00, 1.240517
2017-01-06-11-00, 1.215771
2017-01-06-12-00, 1.183560
2017-01-06-13-00, 1.161080
2017-01-06-14-00, 1.157609
2017-01-06-15-00, 1.181103
2017-01-06-16-00, 1.215853
2017-01-06-17-00, 1.208976
2017-01-06-18-00, 1.188299
2017-01-06-19-00, 1.192484
2017-01-06-20-00, 1.193556
2017-01-06-21-00, 1.202702
2017-01-06-22-00, 1.197628
2017-01-06-23-00, 1.185999
2017-01-07-00-00, 1.183304
2017-01-07-01-00, 1.192035
2017-01-07-02-00, 1.157474
2017-01-07-03-00, 1.141260
2017-01-07-04-00, 1.105340
2017-01-07-05-00, 1.115631
2017-01-07-06-00, 1.101482
2017-01-07-07-00, 1.092644
2017-01-07-08-00, 1.083570
2017-01-07-09-00, 1.080061
2017-01-07-10-00, 1.111458
2017-01-07-11-00, 1.102572
2017-01-07-12-00, 1.138518
2017-01-07-13-00, 1.143179
2017-01-07-14-00, 1.180074
2017-01-07-15-00, 1.170726
2017-01-07-16-00, 1.188159
2017-01-07-17-00, 1.179129
2017-01-07-18-00, 1.163718
2017-01-07-19-00, 1.162470
2017-01-07-20-00, 1.160903
2017-01-07-21-00, 1.159086
2017-01-07-22-00, 1.181462
2017-01-07-23-00, 1.173582
2017-01-08-00-00, 1.170994
2017-01-08-01-00, 1.170665
2017-01-08-02-00, 1.181007
2017-01-08-03-00, 1.185589
2017-01-08-04-00, 1.196279
2017-01-08-05-00, 1.297780
2017-01-08-06-00, 1.183476
2017-01-08-07-00, 1.178011
2017-01-08-08-00, 1.185069
2017-01-08-09-00, 1.186913
2017-01-08-10-00, 1.175835
2017-01-08-11-00, 1.160059
2017-01-08-12-00, 1.184138
2017-01-08-13-00, 1.190651
2017-01-08-14-00, 1.190293
2017-01-08-15-00, 1.172719
2017-01-08-16-00, 1.177423
2017-01-08-17-00, 1.168853
2017-01-08-18-00, 1.171144
2017-01-08-19-00, 1.173592
2017-01-08-20-00, 1.178907
2017-01-08-21-00, 1.177717
2017-01-08-22-00, 1.181958
2017-01-08-23-00, 1.184786
2017-01-09-00-00, 1.158377
2017-01-09-01-00, 1.194781
2017-01-09-02-00, 1.191150
2017-01-09-03-00, 1.198699
2017-01-09-04-00, 1.186438
2017-01-09-05-00, 1.196093
2017-01-09-06-00, 1.182143
2017-01-09-07-00, 1.173011
2017-01-09-08-00, 1.169823
2017-01-09-09-00, 1.162142
2017-01-09-10-00, 1.210237
2017-01-09-11-00, 1.200260
2017-01-09-12-00, 1.202350
2017-01-09-13-00, 1.192416
2017-01-09-14-00, 1.191359
2017-01-09-15-00, 1.184674
2017-01-09-16-00, 1.180899
2017-01-09-17-00, 1.193354
2017-01-09-18-00, 1.185571
2017-01-09-19-00, 1.179917
2017-01-09-20-00, 1.183414
2017-01-09-21-00, 1.177088
2017-01-09-22-00, 1.155748
2017-01-09-23-00, 1.146860
2017-01-10-00-00, 1.158758
2017-01-10-01-00, 1.175145
2017-01-10-02-00, 1.175367
2017-01-10-03-00, 1.165564
2017-01-10-04-00, 1.169511
2017-01-10-05-00, 1.188235
2017-01-10-06-00, 1.179800
2017-01-10-07-00, 1.186881
2017-01-10-08-00, 1.185298
2017-01-10-09-00, 1.176984
2017-01-10-10-00, 1.180358
2017-01-10-11-00, 1.167390
2017-01-10-12-00, 1.193658
2017-01-10-13-00, 1.179733
2017-01-10-14-00, 1.170382
2017-01-10-15-00, 1.175409
2017-01-10-16-00, 1.174497
2017-01-10-17-00, 1.175488
2017-01-10-18-00, 1.157197
2017-01-10-19-00, 1.168751
2017-01-10-20-00, 1.171817
2017-01-10-21-00, 1.174332
2017-01-10-22-00, 1.172407
2017-01-10-23-00, 1.172289
2017-01-11-00-00, 1.108461
2017-01-11-01-00, 1.127627
2017-01-11-02-00, 1.132013
2017-01-11-03-00, 1.138706
2017-01-11-04-00, 1.123731
2017-01-11-05-00, 1.127520
2017-01-11-06-00, 1.128145
2017-01-11-07-00, 1.134638
2017-01-11-08-00, 1.120758
2017-01-11-09-00, 1.088518
2017-01-11-10-00, 1.079914
2017-01-11-11-00, 1.020794
2017-01-11-12-00, 1.009984
2017-01-11-13-00, 1.003301
2017-01-11-14-00, 1.006994
2017-01-11-15-00, 1.005375
2017-01-11-16-00, 0.992109
2017-01-11-17-00, 0.976114
2017-01-11-18-00, 0.968851
2017-01-11-19-00, 0.976110
2017-01-11-20-00, 0.974825
2017-01-11-21-00, 0.971730
2017-01-11-22-00, 0.977658
2017-01-11-23-00, 0.975983
2017-01-12-00-00, 0.976732
2017-01-12-01-00, 0.971465
2017-01-12-02-00, 0.973829
2017-01-12-03-00, 0.969582
2017-01-12-04-00, 0.955475
2017-01-12-05-00, 0.953940
2017-01-12-06-00, 0.960081
2017-01-12-07-00, 0.950060
2017-01-12-08-00, 0.959048
2017-01-12-09-00, 0.952273
2017-01-12-10-00, 0.953648
2017-01-12-11-00, 0.957388
2017-01-12-12-00, 0.986597
2017-01-12-13-00, 0.981204
